customer_tweet_id,customer_text,customer_created_at,brand_response_id,brand_response,brand
146777,"USER iPhone 6, ios 11.1.2. and i’m not to brave to upgrading, becuse from ios 11 is my iphone slower, and slower as it upgraded.",Fri Nov 24 07:03:29 +0000 2017,146775,USER Thanks for that info. Could you tell us what you were doing when this happened? Did you exit an app in landscape mode?,AppleSupport
146780,USER hey apple! iphone 6 lock screen. is it normal? URL,Wed Nov 22 06:34:09 +0000 2017,146779,USER We'd like to look into this with you. Could you tell us the version of iOS you're running on this phone? Have you restarted the phone recently?,AppleSupport
146785,"USER I made a full reset and reinstall from iTunes, several times without restoring from any backup. Deleting the app does not change this behavior neither. This bug happens randomly when listening, searching or downloading music. On a fresh new iPhone and since iOS 7 I don’t remember",Fri Nov 24 20:27:48 +0000 2017,146786,USER Thanks for working to resolve this on your own time. We'd like to look at some further support options for you. Could you send us your country in DM using the link below? URL,AppleSupport
146783,"Is this a normal behavior I have this since iOS7 on Music App can’t you correct that annoying bug? The bottom is truncated the top bar is overlapping on iPhone 6, 6s. We need to kill the app to correct it. USER , this happens randomly URL",Fri Nov 24 07:29:41 +0000 2017,146781,USER Hi there. This is not expected behavior that you're experiencing. We're happy to help. Which version of iOS are you running currently?,AppleSupport
146788,USER iPhone 6splus,Fri Nov 24 16:26:41 +0000 2017,146790,"USER Has the device been restarted since it happened? If not, let's do that using these steps: URL Do you know what version of the iOS is on the device? You can check under Settings &gt; General &gt; About &gt; Version.",AppleSupport
146791,USER Yes. And latest version,Fri Nov 24 17:17:35 +0000 2017,146792,"USER Has the app been removed and re-installed? If not let's do that now, and let us know if it persists in Direct Message. Please note this will remove any music saved for offline use if you're an Apple Music member. URL",AppleSupport
146789,USER keeps crashing. Is not even opening now. USER any suggestions?,Fri Nov 24 07:13:16 +0000 2017,146787,USER We'd love to help out. What device are you currently using with Apple Music?,AppleSupport
146794,One of my is unable to connect to even with the correct WEP Key.Any Helpful Tips? USER,Fri Nov 24 07:29:14 +0000 2017,146793,USER We're glad you were able to get connected to your Wi-Fi. If you need anything in the future we're available 5am-8pm Pacific.,AppleSupport
146796,Of course my little 16GB iPhone doesn’t have any memory left USER you’ve put 9.04GB of “System” on it!!,Fri Nov 24 07:25:24 +0000 2017,146795,"USER We'd love to help with any questions you have about your iPhone's storage. To ensure we're on the same page, which device and version of iOS are you using? Here's a guide with information about how to optimize iPhone storage: URL",AppleSupport
146798,If USER don’t fix this dam letter i problem😒🤬 I want a discount on my bill or phone! Something!!! 🙄😒,Fri Nov 24 06:45:37 +0000 2017,146797,USER We'd like to help. Are you experiencing this issue when using your keyboard? Can you tell us the version of iOS you're running in Settings &gt; General &gt; About?,AppleSupport
146800,USER Thank you for the help. Done updating and installing. 😊👍🏻 Let's hope it does not start lagging again.,Sat Nov 25 03:04:42 +0000 2017,146802,USER We're glad to hear it. Send us a DM if you run into any other issues.,AppleSupport
146801,USER Experience lag during normal swiping..screen gets stuck..using iOS 11.0.2,Fri Nov 24 06:53:33 +0000 2017,146799,USER Good to know. Let's get you up-to-date. Create or update your backup: URL Then update to iOS 11.1.2 in Settings &gt; General &gt; Software Update. Still experiencing these issues? Send us a DM and we'll continue there.,AppleSupport
146804,When did USER phones start lagging? iPhone SE started lagging after latest iOS update. Intentional USER ? So that I upgrade my phone?,Tue Nov 21 04:32:11 +0000 2017,146803,USER We're here to help figure out what's happening with your iPhone SE. Which iOS update do you have installed? Do you notice the lagging when performing specific tasks? How about during specific app use?,AppleSupport
146806,"Awesome new iPhone safety feature USER USER 😍 Woukd be very impressed and intrigued to see statistics of how this works. Where can I find these? Best upgrade I’ve seen so far but don’t like the feature of all my data on it DOB, shipping address etc can I remove this? URL",Fri Nov 24 07:08:47 +0000 2017,146805,"USER Let's look into this together. Send us a DM with more information, and we'll continue from there. URL",AppleSupport
146808,Starting to get some of my USER USER emails arriving in native USER iOS Mail app on iPhone with “This message has no content”. Usually takes a few refreshes for the content - mostly messages based on HTML images - to appear.,Fri Nov 24 07:22:46 +0000 2017,146807,"USER Let’s investigate this together. To start, tell us the iOS version your iPhone is on, and we’ll take it from there. This info can be found in Settings &gt; General &gt; About.",AppleSupport
146810,USER USER Can you Please fix the ios11 CELLULAR data instability problem，This is the worst system I've ever used.... Or if you can't then PLEASE let us go back ios10... :(,Fri Nov 24 07:25:43 +0000 2017,146809,"USER Let's team up on this. Send us a DM with more information, and the device you're experiencing this on. We'll continue from there. URL",AppleSupport
146812,My phone just died at 50%.... I turned it back on..... it’s at 10%. USER fix this!!,Fri Nov 24 06:08:08 +0000 2017,146811,USER We'd like to help. Let's pair up in DM to take a closer look at what you're seeing. URL,AppleSupport
146814,USER USER This is so annoying. USER please fix your shit,Fri Nov 24 07:21:30 +0000 2017,146813,"USER We've got an update for iOS that fixes the ""I"" issues in iOS. If you check at Settings &gt; General &gt; About and you aren't on iOS 11.1.1 or higher, backup your iPhone with these steps: URL then update your iPhone. Let us know in DM if that doesn't help. URL",AppleSupport
147677,USER USER USER USER USER you do know I am tweeting you from my home computer because my USER iPhone screen is still sleeping for some reason after the update... WTF!!!!,Fri Nov 24 14:11:43 +0000 2017,147678,"USER We want to help out and make sure we get your iPhone working properly for you again. Reach out to us via DM and fill us in in detail on what is occurring, then we can help out from there. URL",AppleSupport
148068,USER I’m not receiving notifications of any social media since I updated the iOS for 11.1.1. Now I’m with the last pne and just got worse. It doesn’t appear neither that red ball over the apps.,Fri Nov 24 12:08:25 +0000 2017,148067,"USER We know it's important to receive notifications to stay updated on your apps, and we'd like to look into this with you. Which device are you experiencing this on? Let us know in DM, and we'll continue from there. URL",AppleSupport
148070,"USER hi i've sent you a dm, very important",Fri Nov 24 12:34:59 +0000 2017,148069,USER Hi there. We've received your DM. You'll see a reply from us there shortly.,AppleSupport
148072,USER how do I sign out my Apple ID account without having to verify my account? I know the password to my Apple ID I just can’t verify my account because I forgot my email password I literally had this since the first iPod Touch came out. I just want to sign out,Fri Nov 24 11:37:35 +0000 2017,148071,USER We know how important it is to be able to manage your Apple ID and we can assist. Let's chat over in Direct Message so we can go into further details about the process. URL,AppleSupport
148074,"USER ciao ho un problema con un iPhone 6, dice che è quel ragazzo?",Fri Nov 24 12:14:09 +0000 2017,148073,USER We offer support via Twitter in English. Contact us for help in your preferred language here: URL,AppleSupport
148076,USER iPhone 7,Fri Nov 24 15:15:56 +0000 2017,148078,"USER If you are using Control Center, that works differently in iOS 11. You can read more here: URL If you turn that off in Settings &gt; Wi-Fi, does that stay off?",AppleSupport
148079,"USER I know how to do that, my problem is that my WiFi will turn on by itself and connect to a network that’s locked so I’m always having to turn it back off, it’s just frustrating",Fri Nov 24 16:17:31 +0000 2017,148080,"USER Just to be clear, are you turning Wi-Fi off in Settings &gt; Wi-Fi and it's turning back on?",AppleSupport
148081,USER Yeah and it switches back on,Fri Nov 24 16:48:32 +0000 2017,148082,"USER So we can take a deeper look at this, could you join us in DM? URL",AppleSupport
148077,USER how do I stop my WiFi from automatically connecting to a network by itself?,Fri Nov 24 11:06:08 +0000 2017,148075,USER We're happy to help you with this. Which device are you using?,AppleSupport
148084,USER my Apple Music is constantly crashing - I can’t even open the app! This recent iPhone updates have been shocking - I’ve had nothing but problems,Fri Nov 24 10:57:33 +0000 2017,148083,"USER We want to help you out with your Apple Music. Meet us in DM with the following details: Go to Settings &gt; General &gt; About, and tell us what version of the iOS you currently have installed. Does Apple Music give an error? If so, what does it say? URL",AppleSupport
148086,USER two times they send me this fake email to steal my account URL,Fri Nov 24 10:01:39 +0000 2017,148085,USER We understand the concerns with emails like this and we thank you for letting us know. Messages like these are a phishing attempt to gather your information. Check out URL for details and there are steps there to forward the email to us.,AppleSupport
148088,USER not receiving the verification code Help me Please,Sat Nov 25 03:17:24 +0000 2017,148090,"USER Understood. Have you clicked on the option from that screenshot of, ""Did not get a verification code?"" for further options?",AppleSupport
148089,USER Im not text with a verification code on message my phone number URL,Fri Nov 24 11:55:14 +0000 2017,148087,USER We'd like to see how we can help with this. Are you stating that you're not receiving the verification code or you didn't sign up to use a verification code?,AppleSupport
148096,USER really disappointed with the customer service shown to my 60 year old mother in your Exeter UK branch. 😡😡😡,Fri Nov 24 11:58:30 +0000 2017,148095,USER We'd like to look into this. Click here to join us in DM and provide us with the details. URL,AppleSupport
148098,USER Whilst I appreciate these hints happen this is the third laptop to break on my in 3 years!!! The previous 22 years never an issue!! Now I can’t even get an appointment to get fixed! What do I do for the next week until there is an appointment?,Sat Nov 25 13:14:23 +0000 2017,148101,USER We want your Mac working for and would be happy to look into other possible options for you. DM us so we can gather some details from you and we'll work with you there. URL,AppleSupport
148100,USER USER And USER don’t even reply! Pffft!,Fri Nov 24 12:02:27 +0000 2017,148097,USER We'd like to help. DM us details on what's going on with your Mac along with your current location. We'll work together on any issues you're having there. URL,AppleSupport
148104,"USER done that, still not working 😩",Fri Nov 24 17:47:32 +0000 2017,148106,USER Let's make sure that content is available in your region. Use this link to check that. URL,AppleSupport
148107,USER I’ve checked and it’s available in my region ... still not working!,Fri Nov 24 18:21:24 +0000 2017,148108,USER We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. URL,AppleSupport
148105,is anyone else’s apple music not allowing them to play “is your love enough” by USER ? Getting hella annoyed here 😩 USER URL,Fri Nov 24 11:42:25 +0000 2017,148103,USER You've come to the right place for help with Apple Music. If you force the app to quit and try again are you able to play the song? Here's how: URL,AppleSupport
148110,"USER after the last iOS update 11.1.2 my 6S decided to slow down &amp; work in a jerking manner-screens jerk frame by frame on close, text typing is jerking &amp; appears with a good 2/3sec delay as I type(even this message)Restart offers temp reprive only before it starts again",Fri Nov 24 09:39:43 +0000 2017,148109,USER That's not the type of experience that we'd like for you to have with your phone. Let's get this sorted together. Click here to join us in DM: URL,AppleSupport
148112,USER whys my iPhone 7 turning to shit now you’ve brought these updates out? Don’t make them compatible with the model if they’re only gunna fuck it up 🤬,Fri Nov 24 11:42:37 +0000 2017,148111,USER We are happy to look into any issues you may be having with your iPhone. Let us know a few details about what is happening in DM and we will help. URL,AppleSupport
148114,USER never expected such a cheating from some strict action is must!,Fri Nov 24 11:53:39 +0000 2017,148113,"USER Please send us a DM, we'd like to get some details of what you've run into. You can reach us at the link below. URL",AppleSupport
148116,USER Have to re set phone every time. Phones only 2 months old,Fri Nov 24 15:48:44 +0000 2017,148119,USER Thanks for those details. Try these steps with the affected apps: URL Let us know if you have questions.,AppleSupport
148118,USER since updating new iOS so many apps keep crashing etc. Any ideas ?,Fri Nov 24 11:25:36 +0000 2017,148115,USER We are here to help. Is this with all apps or just certain ones?,AppleSupport
148122,USER No. Its not duplicated or anything. Im just wondering if the menu is not gonna stay in the center whenever I touch the assistive touch. It kinda bugs me. Lol,Fri Nov 24 17:42:42 +0000 2017,148124,"USER The assistive touch button can be positioned wherever it's most convenient for you, while the menu will appear in the middle so all functions are accessible. When you use functions or tap outside of the menu, it will revert to the button so your view is unobstructed.",AppleSupport
148125,"USER Yeah i know that before I installed the new update. Thats what im telling you. Its not centered anymore. If i put the assistive touch at the topleft corner, the menu will open at the top most part of the screen. Same goes wherever you put assistive touch.",Fri Nov 24 18:24:14 +0000 2017,148126,"USER This would be expected behavior, the position may be further to the top, or bottom, depending on where the button is positioned, but will be in the middle from left to right. DM us if you have any other concerns. We're here for you! URL",AppleSupport
148127,USER This? URL,Fri Nov 24 19:08:29 +0000 2017,148128,"USER That's right, thanks for the video! We can confirm this is exactly as the function was engineered to work. Send us a Direct Message if there's anything else we can assist with. URL",AppleSupport
148123,USER I just recently updated to iOS 11.1.2 in iPhone 6. I think there's something wrong with my assistive touch. Is it a new feature? URL,Fri Nov 24 11:58:46 +0000 2017,148120,USER Thanks for reaching out to us about your Assistive Touch! We're more than happy to help you with this. We'd like to clarify: is it duplicated or stuck? What happens when you tap to close the menu? Have you restarted your iPhone since this began?,AppleSupport
148132,hate when my headphones start to act up USER why,Fri Nov 24 12:01:32 +0000 2017,148131,USER We're happy to help! Are you having issues with the EarPods that came with your device? Join us in DM with more details. URL,AppleSupport
148134,Wtfffhow dare my iPhone delete all my iMessages😤😤😤 I demand an IPhoneX USER,Fri Nov 24 11:36:48 +0000 2017,148133,USER We can help look into those messages. Reach out to us in DM and let us know when you first noticed that the messages were missing please. URL,AppleSupport
148136,USER ok i have $15 in my itunes account now how do i use that to pay for my icloud storage,Fri Nov 24 10:07:52 +0000 2017,148135,USER Upgrade your storage using the steps here: URL Your credit would be used first and then you will be billed for any remaining amount.,AppleSupport
148138,Anyone else finding USER over promises then fails to deliver? I've lost total confidence in the brand after macbookpro just stops working one day,Fri Nov 24 10:17:31 +0000 2017,148137,"USER If you're running into issues with your MacBook Pro, we'd like to help you out. Please send us a DM to tell us the exact issue(s) you're experiencing. URL",AppleSupport
148140,"USER No it’s a different picture, but I’ve changed it more than once..",Fri Nov 24 10:37:39 +0000 2017,148139,USER Let's follow up in DM. We'll take a closer look there. URL,AppleSupport
148142,"USER When someone calls me, the contact picture is small, not full screen like it used to be. iPhone 8, ios 11.1.2",Thu Nov 23 17:37:32 +0000 2017,148141,USER Is this the same contact photo you used in the past when it appeared as a full size? Have you tried removing the contact picture and then re-adding it?,AppleSupport
148144,USER I can’t seem to get full screen contact pictures anymore? Is this a known issue?,Wed Nov 22 07:28:32 +0000 2017,148143,USER Thanks for reaching out. Where in your device are you looking for these pictures? Which iPhone and specific iOS version are you using currently?,AppleSupport
148146,Last USER update sucks !! Slow down my and battery dies fast. USER is this the way selling mobiles? Mobile phones shouldn’t have,Fri Nov 24 11:18:15 +0000 2017,148145,USER Thanks for reaching out to us about what you're experiencing on your iPhone. Let's delve into what you're experiencing and sort it out. Which version of iOS 11 is installed? You can check that in Settings &gt; General &gt; About. Please DM us. URL,AppleSupport
148148,"Not only do all my apps crash, but now all my photos have been wiped. My iPhone was working perfectly before the updates, thanks USER USER",Fri Nov 24 11:29:39 +0000 2017,148147,USER We want to be sure you can use your iPhone without any issues. We can definitely look into this with you. Send us a DM and we'll go from there. URL,AppleSupport
148150,USER fake mag ik toch wel hopen ? URL,Fri Nov 24 11:35:39 +0000 2017,148149,USER We offer support via Twitter in English. Contact us for help in your preferred language here: URL,AppleSupport
148152,USER my iPhone hangs after iOS 11.1 help !,Fri Nov 24 11:10:07 +0000 2017,148151,USER That is certainly not the experience we want you to have. We have released a more recent update. Please update to iOS version 11.1.2 and let us know if you are still experiencing the same issues.,AppleSupport
148154,USER it seems to be charging although it says not charging!!! beggars belief!!,Fri Nov 24 15:45:26 +0000 2017,148156,"USER Were you using the cable that came with the iPad itself? Also, regarding USB and other charging accessories, there are some requirements outlined at URL as to what they need.",AppleSupport
148157,USER iPad has always done the 'not charging' thing from new. had ipad re 1yr now. it does need a software download.,Fri Nov 24 16:56:38 +0000 2017,148159,"USER Let's go ahead and create a backup. Then, we'll complete the update as well. Click here for those steps: URL",AppleSupport
148158,USER yes it was cable that came w iPad mini 4. it is charging apparently it just says 'not charging',Fri Nov 24 16:33:53 +0000 2017,148160,"USER Besides trying the alternate chargers, are there any other troubleshooting steps you've taken on your own like restarting, updating the iPad, etc?",AppleSupport
148155,USER Why does my iPad 'NOT CHARGE' using PC or laptop? it starts to charge then goes to not charging. So irritating when at work and need the blooming thing! YES its using an APPLE charger.,Fri Nov 24 10:53:37 +0000 2017,148153,"USER You’re in the right place for assistance. This article has some helpful information on charging your iPhone with a computer: URL If you need anything else, let us know in DM. URL",AppleSupport
148163,"Beni arıyorsunuz , telefonu açıyorum , konuşuyorum ama siz bana “pardon biz size ulaşamadık “ diyorsunuz , bu nasıl bir teknoloji USER ?",Fri Nov 24 11:21:07 +0000 2017,148162,USER We offer support via Twitter in English. Contact us for help in your preferred language here: URL,AppleSupport
148166,USER hi I cannot hear my voicemail or record a greeting after the latest iOS 11.1.2 update 😔,Fri Nov 24 11:22:50 +0000 2017,148164,USER We want to help with your voicemail. Reach out via DM using the link below and let us know if you're able to hear on phone calls. We'll also want to know if you've contacted your wireless carrier for assistance. URL,AppleSupport
148168,"‘What’s new in iOS 11?’ The fact that it deleted my carrier, and I now need to do a hard factory reset to be able to do anything when not on WiFi 🙃🙃🙃🙃 yet another problem with USER",Fri Nov 24 10:54:52 +0000 2017,148167,USER That's not what we'd expect to happen and we'd like to help. Please DM us a bit more information about what happened and what you're seeing on your iPhone now. URL,AppleSupport
148170,"Dear USER , My husband and I just bought your new iPhone 8plus (not the new NEW iPhone X) 5 days ago, and our phones freeze while typing ~twice a day already. If I pay a shit ton of money for this why can't it work for at least the first year? Get your shit together please, tnx",Fri Nov 24 10:14:43 +0000 2017,148169,"USER We want to ensure your keyboard, and phone overall is responding as expected. In order to assist, we need some details from you. What version of iOS software is on the iPhone 8 Plus? Does the keyboard freeze in a specific app? Send a DM, we'll help from there! URL",AppleSupport
148173,"So USER USER instruct me to take up a consumer complaint with alternative dispute resolution in UK. BUT, they say ""apple has refused to cooperate with us!"" Anyone any bright ideas?",Fri Nov 24 11:16:55 +0000 2017,148172,USER We're here to assist. Please meet us in DM and we'll take a further look at this with you. URL,AppleSupport
148175,USER It’s downloaded the whole album but the tracks are in the wrong order 🤔 URL,Fri Nov 24 15:32:25 +0000 2017,148177,"USER Alright, force quit the Music app and then check the album again. Here's how to force an app to quit: URL Let us know how it goes.",AppleSupport
148178,USER Have done that and still in the same situ 👎🏻,Fri Nov 24 16:31:59 +0000 2017,148179,"USER OK, let's restart the iPhone and see if the issue continues. Let us know how it goes in DM: URL",AppleSupport
148176,"Yep cheers iTunes, how do I fix this? Preordered the album this week USER URL",Fri Nov 24 11:08:29 +0000 2017,148174,"USER Let's work together to get your music downloaded. Are you seeing and downloads available in the iTunes Store? To check, from your Home screen tap iTunes Store &gt; More &gt; Downloads.",AppleSupport
148181,"USER my iPhone 6s seems to be losing battery VERY quickly. (Gone from 30% to 9% in about 20 mins) is it worth taking to a Genius Bar, can they check battery function?",Fri Nov 24 11:35:36 +0000 2017,148180,"USER We'd love to look into this with you. DM us which version of the operating system your iPhone is running and the country you're in (as support options vary by location), and we'll get started. URL",AppleSupport
148183,Last USER iOS update sucks!!!! Slow down my and the battery dies so fast. Is this the way you're trying to sell iPhones? USER Mobiles shouldn't have,Fri Nov 24 11:04:31 +0000 2017,148182,"USER We want to help you with these issues so you can enjoy using your iPhone. Please send us a DM and let us know the exact iOS version you're using since updating your device, and we'll work together from there: URL",AppleSupport
148185,USER after iOS 11 upgrade my iPhone 6 Plus has become unusable. Apple says tough luck. Disgraceful,Fri Nov 24 10:59:20 +0000 2017,148184,USER We're here to help. Please meet us in DM and we'll take a further look at this with you. URL,AppleSupport
148187,USER Can I use my iPad 2 as Domestic Hub for Homekit?,Fri Nov 24 09:18:52 +0000 2017,148186,USER The Home app will allow you to control your Homekit accessories. You can learn more about it here: URL,AppleSupport
148189,"USER I had a notification saying my replacement phone was being sent last Thursday, I've still heard nothing, how long do replacements usually take to ship?!",Fri Nov 24 11:03:20 +0000 2017,148188,USER We'd love to look into this with you. The email that you received notifying you of the shipment should also have a tracking number. Is there not one included? Let us know in DM and we can continue investigating. URL,AppleSupport
148191,"USER Am finding it impossible to cancel my subscription, it is stuck in a loop, can you PM me please? Thanks",Fri Nov 24 11:20:58 +0000 2017,148190,USER We're happy to point you in the right direction for assistance with your Subscription. Our iTunes Support team would be the best option to help with this. You can reach out to them directly at URL,AppleSupport
148193,USER is is 11.1.2 supposed to kill my iPhone 6??? Because it's on life support...,Fri Nov 24 10:58:48 +0000 2017,148192,USER We want to help. DM us which country you're in and if you had any battery issues prior to the update. We'll look into this with you there. URL,AppleSupport
148196,"If you can’t write proper English, I’m not buying it 😂 [FYI, USER , apparently there are phony emails going ‘round.] URL",Fri Nov 24 11:06:26 +0000 2017,148194,USER It's great you were able to identify this as a phishing attempt. Check out URL if you'd like information on reporting these types of emails.,AppleSupport
148198,Well this new USER update sucks. USER URL,Fri Nov 24 11:05:32 +0000 2017,148197,USER We can help with the update! Have you tried using these steps: URL,AppleSupport
148200,USER I have a question about shipment method. Will you help me with that?,Fri Nov 24 10:53:43 +0000 2017,148199,"USER Hey there! For questions about shipping, billing and purchases, reach out to our Online Sales Team here: URL",AppleSupport
148202,"USER Hi. I started noticing that since yesterday morning ( 24th November) No, a restart didn’t help. And it’s not only on the start screen.",Sat Nov 25 09:41:28 +0000 2017,148204,USER Good to know. Any recent changes? Can you tell us if disabling AssistiveTouch and then enabling it again resolves it? You can find this in Settings &gt; General &gt; Accessibility &gt; AssistiveTouch.,AppleSupport
148205,"USER Nope, it didn’t help. I have a feeling that it’s related to your most recent software update. IOS 11.1.2?",Sat Nov 25 16:00:59 +0000 2017,148206,USER This is worth looking into. Did you update a few days ago? Have you recently upgraded your iPhone?,AppleSupport
148203,USER why is my Assistive touch no longer in the center? 🙄 URL,Fri Nov 24 10:15:05 +0000 2017,148201,USER We would be happy to help. When did you first notice this happening? Will a restart resolve it? Does this only occur on the Lock Screen?,AppleSupport
148208,USER my case is still open. More then 10 days. No solution is provided after several complaints,Fri Nov 24 10:02:52 +0000 2017,148207,USER Meet us in DM and we'll point you in the right direction. URL,AppleSupport
148210,USER Still not working... Just keeps saying preparing to download...,Fri Nov 24 09:17:03 +0000 2017,148209,USER Reach out via DM using the link below and let us know what steps you've attempted. URL,AppleSupport
148212,My iPhone X and iPad Pro 2 will not let me download my iTunes movie. Keeps saying Preparing to download.. USER USER,Thu Nov 23 07:55:30 +0000 2017,148211,USER We're here to help. The following article provides steps to get your download started: URL,AppleSupport
148214,USER Yes it is fully updated.,Fri Nov 24 21:37:55 +0000 2017,148216,"USER We'd be happy to look into this with you further. DM us, using the link below, and we'll go from there. URL",AppleSupport
148215,USER needs to get it together. My has been laggy af since the update,Fri Nov 24 10:56:47 +0000 2017,148213,USER We'll gladly assist with this. Has the iPhone 8 been updated all the way to iOS 11.1.2? Are you seeing lag in certain apps and usages.,AppleSupport
148219,"USER after updating my iPhone 6s, when I message some from my recent call list, its not opening message composer window",Fri Nov 24 10:52:38 +0000 2017,148218,USER Hi there! We'd like to look in to this with you. Please DM us about this issue with Messages and we'll continue from there. URL,AppleSupport
148222,"USER hi there , i lost my password , how can i reset to my Email? The password you entered to unlock your iPhone backup was incorrect. Please try again.",Fri Nov 24 10:22:44 +0000 2017,148220,"USER Hi! It sounds like you may have an encrypted backup for your device. Is that message displaying in iTunes? If so, please check out the ""If you can’t remember the password for your encrypted backup"" part of the following page: URL",AppleSupport
148225,Quick USER how much charge does my USER Warch have? URL,Fri Nov 24 09:24:08 +0000 2017,148223,USER We want to help. Take a look at this article for info on how to check the battery on your Apple Watch and DM us if you have any questions after that: URL URL,AppleSupport
148227,USER after updating IOs 11 my phone is working like a P-1 processor PC. Very Bad experience.,Fri Nov 24 10:14:07 +0000 2017,148226,"USER Let's help make sure your iPhone is running as expected. Tell us the iOS 11 version you have installed, and more details on what you're experiencing.",AppleSupport
148229,USER iPhone 7 128gb and iOS 11.1 (15B93) if I restart the 📱 will be fixed. But it’s not an optimal solution.,Fri Nov 24 16:48:30 +0000 2017,148231,USER We're happy to take a closer look into this issue with you. Please meet us in DM and we'll continue there. URL,AppleSupport
148230,USER now how do I get back to settings? Clicking on top takes you to auto reply. Can’t press cancel or x button URL,Fri Nov 24 10:30:15 +0000 2017,148228,"USER We'd be happy to look into this with you. Please DM us your model iPhone, the iOS version installed and any troubleshooting you've attempted to correct this issue. URL",AppleSupport
148233,USER It’s the only WiFi I connect to so I can’t really answer that,Fri Nov 24 17:09:45 +0000 2017,148235,"USER Got it, thanks. Please send us a DM and tell us more about the issue. Did it start after updating iOS or changing any settings? Also, does restarting the device remedy the issue temporarily? URL",AppleSupport
148234,USER I keep having to retype my WiFi password like 5 times a day??? It should just be saved no? I’m confused as to why it keeps disconnecting,Fri Nov 24 09:49:12 +0000 2017,148232,"USER Hey there. Let's figure out what's happening with that connection. Does the issue happen with one particular Wi-Fi connection, or others as well?",AppleSupport
148237,USER Constantly freezing... camera won't works... claims to be full even after removal of photos and several apps... etc etc,Fri Nov 24 15:42:24 +0000 2017,148239,USER Do you know what version of the iOS is on the device? You can check under Settings &gt; General &gt; About &gt; Version. Let us know in Direct Message so we can take a closer look. URL,AppleSupport
148238,"I just want to say... Iphone is a racket... I'm very disappointed in USER , this glitchy SE is the worst 📱➡️🗑",Fri Nov 24 10:21:38 +0000 2017,148236,"USER We'd be glad to assist in any way we can. Can you give us some details of what you mean by your iPhone SE being ""glitchy""?",AppleSupport
148242,USER is the reserve and pick up service down? Trying to reserve but just keeps loading the page and on my phone says the service is unavailable.,Fri Nov 24 10:13:25 +0000 2017,148241,USER It looks like all the systems are working as expected at this time. You can save this link if you would like so you can check the different systems at any time: URL,AppleSupport
148244,USER Thanks for your help. I see I wouldn't be eligible but student discount is fantastic enough without the extra gift card.,Fri Nov 24 15:18:00 +0000 2017,148246,USER You're most welcome. Happy shopping!,AppleSupport
148245,USER USER If I were to buy an apple product today with student discount would I be eligible to receive the black Friday event gift card?,Fri Nov 24 10:04:13 +0000 2017,148243,USER That's a great question. We're happy to help. You can review the terms of the Black Friday Shopping Event outlined here: URL,AppleSupport
148248,USER Started yesterday. On iOS 11.1.2,Fri Nov 24 16:19:26 +0000 2017,148250,USER We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. URL,AppleSupport
148249,USER why has my iPhone 5S text message window started to show only telephone numbers rather than names? I have no idea who texts are from anymore.,Fri Nov 24 09:46:37 +0000 2017,148247,"USER That is not at all expected behavior. Let's work together to get this resolved. To get started, can you tell us when did this issue start, and which iOS version currently running on your device?",AppleSupport
148252,"USER Why so many bugs on IOS 11 for iPad and iPhone 6. Slow, slow. All is slow. Appstore updates slow and freeze. The IOS 11 is just catastrophic for old devices. The same problems with iPod last version. On iPhone 6, 6 times on 10 Touch-ID don’t works ! I’m hangry",Fri Nov 24 10:01:05 +0000 2017,148251,USER Thanks for reaching out. Please let us know all about the issues you're experiencing. We'd like to help you and look into this further. Please DM us to get started. URL,AppleSupport
148254,"I am amazingly and surprisingly disgusted at USER and their customer service. Even though I’m trying to spend money on them, I’m not good enough for their 24 hour support line and the online support members are horrible.",Fri Nov 24 09:22:12 +0000 2017,148253,USER Certainly not what we want you to experience! Please let us know what's going on and how we can help in a DM. URL,AppleSupport
148256,USER There was one more checkbox that I have checked but with no success. I was unable to sign in. :'(,Fri Nov 24 15:44:21 +0000 2017,148258,USER Okay. We'll find the answer together. Let's move to a DM and we'll work on this further. Please tap here to DM us and let us know if you're signing in with an existing Apple ID: URL,AppleSupport
148257,Thanks USER for letting me register. URL,Fri Nov 24 10:44:55 +0000 2017,148255,USER Let's take a look at this together. Were you able to get signed up for our forums after all? Is there anything below that section that you have to mark as read or that provides any further details?,AppleSupport
148260,USER my phone has turned itself off and when I put it on charge the logo comes on for a few seconds then goes off then back on again?,Fri Nov 24 09:50:04 +0000 2017,148259,"USER We can help get your iPhone up and running. Check out the steps in this article to start: URL If you have questions, or need further assistance, let us know.",AppleSupport
148262,"USER My point is, when charging my phone my Bluetooth switches back on without me doing anything",Fri Nov 24 14:38:37 +0000 2017,148264,"USER Where are you disabling Bluetooth, in Control Center or Settings?",AppleSupport
148265,USER Control centre,Fri Nov 24 19:40:11 +0000 2017,148266,"USER That's expected behavior with iOS 11, for more information about the changes to Wi-Fi and Bluetooth in Control Center, check out the article we sent.",AppleSupport
148267,"USER Who’s stupid idea was that? My phone randomly connects to which ever car switches on in the driveway, how do I roll back the iOS",Fri Nov 24 22:43:30 +0000 2017,148268,USER If you'd like to provide feedback or request a feature change on an Apple product you can do so here: URL,AppleSupport
