customer_tweet_id,customer_text,brand_response,intent,expected_action,review_status,review_notes
553472,"USER Not what was wrong. I reset phone, holding power and volume, more than 3 times. Then my phone went from 100% battery to 10% &amp; dying in 3hrs. I didn’t plug charger letting it drain. Plugged in charger, it started charging and now it’s not locking me out",USER Understood. Please let us know if you need any further assistance.,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
157764,New USER operating system will not run with many apps. Very disappointed so far.,USER We’d like to look into this with you. Are apps not working correctly for you or are the apps you enjoy using not compatible with the new operating system you installed? Let us know more details in DM. URL,complaint,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
367937,Se me han desordenado y hecho un lío las fotos con las nueva actualización iOS 😡 USER en please 😭😭😭,USER We offer support via Twitter in English. Get help in Spanish here: URL or join URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
228603,"Turns out that . USER , despite having blamed . USER for my failed device activation 4.5 hours ago, Apple just admitted it was their problem all along. They'll have it solved in another 4 hours. This is not cool.",USER We're happy to help however we can. Please DM us if you're still having this issue and we'll continue there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
488064,My computer is running slower than a one-legged turtle in molasses. Hey USER can y'all work out the bugs BEFORE you release an OS update?,USER Hey there. Let's see if we can get that Mac to speed up for you. Please follow the steps in this article to improve your performance: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
537643,My phone is moving toooooo slow. USER WHY YALL UPDATES TRASHING MY PHONE.,USER We'd like to look into this and get your iPhone running properly. What is your current iOS version? You can find it at Settings &gt; General &gt; About.,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
161271,USER what is going on with your update 11.1.2? My brand new iPhone 8 will not install &amp; I can’t set up. 2nd phone today &amp; same fault,"USER We'd be happy to look into this with you. To clarify, are you saying that you cannot install 11.1.2? Or, are you now having issues after installing 11.1.2?",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
550689,USER i have iphone 6 . i updated my phone it hangs alwaysand your customers care number id not responding. please help,USER Thanks for reaching out to us. We'd be happy to help out. Can you tell us which version of software you're using and if this happens with a specific app or apps?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
521319,"USER My phone keeps restarting and rebooting. My iOS is updated, and so are my apps. Can you give me possible solutions for this? Thanks.",USER Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
332089,USER my 78 year old dad can't configure his new iPhone because it needs approval code on his non working SIM card and no code on his ipad!,USER We're here to help. Can you DM us a picture of the message you are seeing? URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
548122,Anybody else having issues with their locking on its own ? USER Time for you to push through another update.,USER We'd like to help. Can you tell us more about the issue you're experiencing?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
188593,USER It happens sporadically with individual texts and group texts. Also happens on occasion when I send texts via URL app,"USER Got it. Next, which device model and iOS version are you using? Reach us in DM with the answer. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
359321,USER Can confirm the screen lock is not on the screen will not rotate whatsoever since the iOS 11 update nothing else has happened to the phone,USER Got it. Does this happen with all apps or just apps that play videos? Let us know in DM and we will continue to help. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
320931,USER terrible battery life on the iPhone 8.. if u use iMessage constantly the battery lasts no more than 3-4 hours,USER We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
59608,Okay this is day 3 of my phone messing up. Come on USER,USER We're happy to help. What issue are you experiencing with your iPhone?,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
63195,USER Tried 3x over last few days. Decided to try again about 6pm tonight. The update has also unpaired phone &amp; watch. Not very helpful update!,"USER Let's move to DM for a closer look. Does the update eventually fail with an error message? If so, what is the exact error? URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
335777,USER USER USER where has all my purchased music gone from my itunes???,USER We'd be glad to help look into this. Check out this article for help downloading those past purchases: URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
334539,USER Thanks very much. Informative,"USER No problem, we're happy to help.",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
56982,"USER I don’t like the screen shot update. When I do a screen shot I simply want it saved to my phone, not all this extra editing. 👎","USER We'd like to help. You can tap on ""Done"" to immediately save a screenshot without edits: URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
366014,USER I have an iPhone 7 Plus and currently using iOS 11.0.2 ever since I updated my phone has reappeared frozen and needed resetting,USER Please reach out to us in DM. You can reach us at the link below. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
154443,"USER nothing but woes since installing 10.13.1: network not recognized, Gmail doesn't load sometimes, network disconnect, re-entering password repeatedly, etc. How can you lunch since a bugged up OS?","USER We’d love to help with your Mac. To start, let’s have you run Wireless Diagnostics, outlined by our guide: URL Please send us a DM letting us know the results when completed. URL",apple_id_account,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
149933,"USER how come I can’t “Get Directions” with Apple Maps whilst in Curaçao? No walking, driving, or transit.","USER While we cannot speculate on when Maps will add this feature to Curacao, you'll find more info on what is available here: URL We appreciate your interest and encourage you to stay up to date on Apple news here: URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
42618,USER my iPhone 8 lock screen music controls always freeze specifically the elapsed time of a song I can still control. Visual bug,USER We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
121514,Sorry USER USER I've had enough! Been trying to get my Mac to produce a very simple movie using iMovie... keeps crashing. Helpdesk suggested I update to High Sierra... did so and it took over an hour. Same problem but now my machine seems unstable! Game over! YouSuck,"USER We know how important it is for your Mac to work as expected and we'd like to help. To start, please DM us with details about what's happening and the model of Mac you're using. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
118086,Ima be honest. This Face ID limited USER works 85% of the time.,USER We'd love to make sure your awesome new iPhone X's Face ID is working correctly. Face ID does have requirements to work correctly. Check out this link on making sure it's set up correctly: URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
242925,USER what’s the icon to the left of my battery % sign? It’s new maybe since my update last night? URL,USER We can help. That icon means that screen rotation is turned off. More info here. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
545161,USER USER Thankss !! It works out for me.,USER Glad to hear it. Don't hesitate to reach out if you needed any assistance.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
243346,"USER iPhone 6s battery is not holding charge, since updating to iOS 11.0.2 is this normal?",USER Thanks for bringing this to our attention. Click here to join us in DM: URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
483204,What is this and why is it still happening a day later USER URL,USER Let's help! Which iOS version are you currently running under Settings &gt; General &gt; About? Were you attempting to download and install a new iOS version and now are seeing this screen and greyed out Install Now option?,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
237026,USER I did and the service was horrible,"USER That's not the experience we'd want you to have. Send us a DM with details, and we will continue from there. URL",repair_service,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
103192,USER USER I need to charge the battery 3 times a day. And I'm sick of it.,"USER Let's try following this article for Maximizing Battery Life, and let us know if it helps: URL",billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
554904,USER I got an update my repair is being shipped back to me but no tracking number listed. It needs a signature so I need to be home when it delivers but I don’t know when it’s arriving. Please to help? URL,USER Thank you for contacting us today. Please send us a DM including which country you're in. We'll be glad to assist you further there. URL,repair_service,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
13590,Tudo bom ??? Todos estão com o mesmo problema e é sempre com o iPhone 7 o que está acontecendo??? USER USER URL,"USER Since our Twitter support is available in English, get help at URL or join URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
487926,"USER My iPhone 7 is genuinely slowing compared to my friends. I have a 128GB model and there isn't one scratch but my iPhone has crashed several times since purchase, music stops playing and touch id underperforms. Cant believe my hard earned money has gone to waste",USER We want your iPhone 7 to work properly so you can continue to use it. When did you start to notice these issues? Which iOS version is your iPhone using in Settings &gt; General &gt; About?,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
247633,"USER in iOS 11.0.2 the status bar disappear all the icons (signal, baterry) are black URL",USER Let's look into this! Send us a DM so we can see why this is happening. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
541169,USER whats wrong with the latest update everything is lagging,"USER Have you updated to iOS 11.2 yet? URL If not, be sure and backup before updating. DM and let us know how it goes. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
269174,USER apps keep crashing for some reason:/,USER We’d like to understand more about this. Which device are you using and which apps aren't working?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
4889,USER And the new ones tauntingly pretend they are saved- it’s just when I click on them or try to send them that the grey screen shows,"USER We appreciate those details. For more help with Photos, please reach out to our Photos experts here: URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
505123,USER my phone has been off the charger since 630 and I’m already on 37% at this rate my phone won’t make it to 2:00 is that typical iPhone 7 Plus battery?,USER Thanks for reaching out. We want to help. Send us a DM letting us know the exact iOS version number to begin. URL,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
97051,Yo this glitch with the letter I really be pissing me off. Yo USER figure it the fuck out,"USER Let’s look into this together. Use the link below to DM us the iOS version your iPhone is running, and we’ll meet you there. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
328513,USER Hello. Can you give me the url of the chat online support? Thank you.,USER We're here to help. You can reach out to chat support but using this link: URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
363739,Nauwelijks de telefoon gebruikt vandaag en nu voor de 2e keer aan de oplader. Dit is knap waardeloos USER,USER We offer support via Twitter in English. Contact us for help in your preferred language here: URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
322335,USER Screen unresponsive intermittently. Unable to hear some incoming calls. Apps including phone and messaging freezing. No longer a phone!,USER We're happy to help. Join us in DM and we can take a further look into this issue. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
356816,USER USER Same for me,USER Let's together to get this sorted out. DM us with what type of Apple Watch you're using. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
436494,"USER why does my phone automatically play music when I connect the headphone and I can’t stop it,",USER We can definitely look into this with you. Which music app is playing music?,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
332462,"Hate the battery drain on :/ even the plus is acting strange, bechare chote iphones ka kya ho raha hoga 📱:/ USER USER",USER We know how important your battery life is; we're happy to help. Send us a DM and we'll get started. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
450406,USER Why does sometimes Hey siri go off when i am watching Youtube?,"USER Thanks for reaching out. If you're noticing Siri is being triggered accidentally, we'd recommend setting it up again. Check here for more info: URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
44563,USER Yes!!!! I have had to reset this shit five times today already like USER FIX THIS,USER We're here to help. Which version of iOS is installed on your iPhone? You'll see this in Settings &gt; General &gt; About.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
40487,USER USER Bec I’m having the same issue!,USER We're here for you. Please DM us the version of iOS you're using and we can go from there together. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
513668,"USER USER I face the similar issue. its not really restarting, but goes into lock screen after every minute. did you manage to find a solution?",USER Hey there! Thanks for tagging us so we can help you with your iPhone. Follow these steps to get your iPhone updated to iOS 11.2 and let us know how it goes: URL Make sure to back up first.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
524499,USER USER same here.. any resolution now??,"USER Let's get your iPhone working smoothly. We got your DM, and will continue there. Look for a reply shortly.",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
92739,USER I am from India and I want to order the iPhone X from Dubai? Is that possible from your Apple store? Can I make that happen?,USER We’d like to help with your iPhone X order! We know how important being able to customize your order and pickup options are. In order to get started reach out to us here: URL,purchase_order,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
63207,USER USER I have iCloud library on but can download music to play offline. Help pls,USER We can assist you. Do you receive a specific error message when you attempt to download music for offline listening?,icloud,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
553502,USER 11.1.2! It’s started the past week,"USER We've recently released iOS version 11.2. Let's try updating your device and then testing to see if the behavior persists. Prior to doing so, we recommend creating a data backup. Here's an article to help you out: URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
36055,"Dear USER USER , Updated my iPhone 6s to iOS 11, &amp; the responsiveness of the screen has decreased significantly. What gives?",USER We'd love to help. Send us over a DM with your exact iOS version and iPhone model. We'll go from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
249205,USER My battery is dying much faster than before,USER Thank you for confirming that. Please send us a DM so we can gather more details and go from there. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
453986,To whom I️t may concern coughs* USER I’m sick and tired of seeing my I’s and question marks and my phone tweaking. Get I️t tf together,USER We'd like to help! Send us a DM telling us which device you're using and the iOS version it's running at this time. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
299037,USER how do I purchase music but not download to device. I have iTunes Match.,USER Do you want to keep it from automatically downloading? Go to Settings &gt; iTunes &amp; App Store and uncheck Music on your iOS device.,billing_payment,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
356857,USER All I want is to use my .mac id as a nostalgic thing :( can I dm my entire situation?,USER Of course. Go ahead and DM us as much info as you can and we'll see how we can help. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
256751,USER USER your new update is god awful and fucked up my phone 😤😤😤,USER This is not the experience we want you to have after updating. What issues are you having?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
522095,"USER My iphonex arrived today &amp; I can't set it up. It's glitching, Siri keeps repeating the IMEI # and it starts calling 911. I have been trying to get in contact with your customer service. This is not normal.","USER Thank you for reaching out. We're here to help. Just to verify we are on the same page, you are unable to complete the setup process to get to the homescreen, correct?",repair_service,ESCALATE,needs_human_review,AI-assisted draft; human review required before submission.
123109,Ok USER I’m sick of this “I️” situation FIX IT! NOW,USER We want to help you with this issue. Which iOS version is your device currently running? We want to make sure that you're running the latest version. You can check this through Settings &gt; General &gt; About.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
389691,USER the only thing about your new update I don’t like is the fact after you shut the wifi off it turns itself back on auto it’s annoying,USER We'd like to help. You can disable the Wi-Fi radio from Settings &gt; Wi-Fi. More information here: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
57492,USER fix this nightmare URL,USER We can help out. Could you Direct Message us and let us know what iOS version you're on? URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
208246,USER I can't change time system for my apps on Iphone 6s. It always shows American AM&amp;PM system in every app instead of 24h?,USER We'd like to help! Are you getting any errors or is the option for 24h not present?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
184496,"USER Tried that, still buggy",USER Can you let us know what iOS software version you are running? You can check by going to Settings &gt; General &gt; About.,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
509485,"USER hello, guys. I just checked the System Status on your site and it says that everything is available, but I can’t access URL Why? This is what its telling me URL",USER We can certainly take a look at this with you. What version of macOS are you using? DM us and let us know. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
538639,"USER hi, my iphone 6 keeps restarting every 30-60 seconds since today morning (maldives +5hrs to gmt). i can call and take back ups. cant access viber. i updated my apps last night",USER We've got your DM and will continue with you there. Thank you so much!,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
42628,USER You have a Homekit bug where some guest users can’t connect to the hub. Support team has not been helpful thus far.,USER Let's help get this sorted. Please DM us some further details and we can go from there. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
336599,"USER Updated my software yesterday, and my battery drained overnight which it NEVER does - what the heck did you do to my phone??",USER We want to help with your battery. Look here for a few tips: URL DM us if you're still having trouble. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
304459,"USER Hi, I’m in Australia and using a iPhone 7Plus",USER Thank you very much. What iOS are you using at the moment? Please DM your answer and we'll see you there! URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
187427,USER Is this a mistake? It doesn't have anything to do with blocking email addresses. I want to block a sender. Not send to trash.,USER Apologies for the miscommunication. Please DM us and we'll get started. URL,other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
559086,USER I got a message from a friend saying that Apple put out emergency update due to hackers getting information... is this true?,"USER We'd be happy to clarify any recent software update. There are a lot of Apple products that receive updates, which device are you reaching out about? Do you know which update you would be referring to?",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
403074,USER update to has made my 2-year old 6S+ unusably slow. Designed obsolescence? Incredibly frustrating. How do I revert iOS?,USER We'd like to take a look at this together. Let's continue our conversation in DM. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
382507,hi USER why did the update break my phone,USER We can help! Send us a DM and let us know what's going on. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
228566,USER get your shit together and give us an update that doesn’t drain battery so much,"USER Battery life is important, and we'd like to see how we can help. To get started, send us a DM with more information and the device you're experiencing this on. We'll continue from there. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
352846,It’s funny right when the iPhone 8 comes out my phone starts having a “software issue” I wonder why USER fug you,USER Let's look into this together. Could you tell us which iPhone and iOS verison you're currently using?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
372505,USER I've had 3 phones just completely shut off with no reason so now I'm using an old iPhone 5 that dies at 85%,"USER Did those three iPhones share common software, like a backup moved from iPhone to iPhone?",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
338167,"USER Since iOS 11 my Apps crash, phone calls have no sound, and the phone randomly freezes. 100 billion dollar company, fix the problem.",USER Is it all apps or just certain ones?,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
165816,"USER Since I upgraded my Macbook Pro to High Sierra the media buttons (play/pause, next and previous) won't work anymore. Can you please make a lot of people happy and fix this?","USER Hey there. We'd love to help out with this for you. Have you already tried any troubleshooting on your own? Please DM and let us know, we'll meet you there. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
398839,USER downloaded iOS 11 &amp; my iPhone 6 battery lasts 1.5 hours when I’m not on it. Total trash. You gonna release an update to help?,USER We have released 11.0.2. Make sure you have a backup and then go ahead and get your iPhone updated: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
164195,USER the problem is still occurring after updating to the most recent IOS update,USER Thanks for updating us with this information. Have you noticed if this is happening with any specific songs or artists? Let us know via DM and we'll continue to work from there: URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
358894,"USER The newest software update is a headache. Everything keeps crashing, freezing. Phone is slower and battery life a joke, w/iphone 7 😡","USER We're here for you! Send us a DM, and we'll take a closer look at this issue together. URL",device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
435783,"USER Also sorry to be blunt with the bug report, I wasn’t expecting a reply. It’s just a bit annoying when it happens.","USER That's alright! So that we can continue, feel free to DM us and we'll go from there. URL",other,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
323849,USER my phone battery has just gone from 50% - 34% in 15 mins???,USER We’d be happy to keep working together on this situation via DM. URL,device_technical,AUTO-HANDLE,needs_human_review,AI-assisted draft; human review required before submission.
